name,profile_url,emails,org_number,revenue,legal_name,registration_date,company_type,employees,ceo,address,postal_address,city,share_capital,sni_codes,business_purpose,phone,website
AB Svartspår,https://www.allabolag.se/foretag/ab-svartsp%C3%A5r/hallsberg/-/5569321531,[],556932-1531,2624,AB Svartspår,2013-05-16,Aktiebolag,1,"Bäckaskog Berget 694, 694 92 Hallsberg","c/o Filip Bogehäll Bäckaskog Berget 694, 694 92 Hallsberg",Hallsberg,50,"['42120 Anläggning av järnvägar och tunnelbanor', '33120 Reparation av maskiner', '43120 Mark- och grundarbeten']",Aktiebolaget ska utföra spår och mark entreprenad och uthyrning av personal jämte därmed förenlig verksamhet.,,,
Hedström Måleri AB,https://www.allabolag.se/foretag/hedstr%C3%B6m-m%C3%A5leri-ab/%C3%B6rebro/-/5568763683,[],556876-3683,2623,Hedström Måleri AB,2011-12-14,Aktiebolag,2,"Engelbrektsgatan 34, 702 12 Örebro","Engelbrektsgatan 34, 702 12 Örebro",Örebro,50,['43341 Måleriarbeten'],"Bolagets verksamhet ska vara att bedriva måleri- och byggnadsverksamhet, försäljning av färg och tapeter samt äga och förvalta fast egendom jämte därmed förenlig verksamhet.",,,
Grävhjälpen i Kumla AB,https://www.allabolag.se/foretag/gr%C3%A4vhj%C3%A4lpen-i-kumla-ab/%C3%B6rebro/-/5566426663,[],556642-6663,2623,Grävhjälpen i Kumla AB,2003-04-07,Aktiebolag,1,"Karlsdalsallén 57, 702 52 Örebro","Karlsdalsallén 57, 702 52 Örebro",Örebro,100,['43991 Uthyrning av bygg- och anläggningsmaskiner med förare'],"Bolaget skall bedriva uthyrning av maskiner för bygg- och anläggningsverksamhet, entreprenadverksamhet med maskiner för bygg- och anläggningsverksamhet samt handel med värdepapper och fast egendom och därmed förenlig verksamhet.",Per Joakim Åhs,070-545 56 54,
ThunderAy AB,https://www.allabolag.se/foretag/thunderay-ab/%C3%B6rebro/-/5593493900,[],559349-3900,2619,ThunderAy AB,2021-11-29,Aktiebolag,1,"Lars-Pettravägen 13 b, 702 31 Örebro","Lars-Pettravägen 13 b, 702 31 Örebro",Örebro,25,['58210 Utgivning av dataspel'],Bolaget ska bedriva tillverkning och försäljning av digitala tillägg till dator- och videospel. Dessa digitala tillägg kommer i form av olika världar som syftar till att berika och förbättra den övergripande spelupplevelsen för användarna.,Melvin Stefan Hedlund,,
Lekebergs Rör AB,https://www.allabolag.se/foretag/lekebergs-r%C3%B6r-ab/fjugesta/-/5591970941,[],559197-0941,2618,Lekebergs Rör AB,2019-02-28,Aktiebolag,2,"Hackvads Via Smedberga 5145, 716 91 Fjugesta","Hackvads Via Smedberga 5145, 716 91 Fjugesta",Fjugesta,50,['43221 Värme- och sanitetsarbeten'],"Föremålet för bolagets verksamhet är vvs-installationer, byggverksamhet, markarbeten och därmed förenlig verksamhet.",,,
Dino M AB,https://www.allabolag.se/foretag/dino-m-ab/lindesberg/-/5593765265,[],559376-5265,2617,Dino M AB,2022-04-20,Aktiebolag,2,"Gruvgatan 13, 711 34 Lindesberg","Gruvgatan 13, 711 34 Lindesberg",Lindesberg,25,['56100 Restaurangverksamhet'],Bolaget skall bedriva restaurangverksamhet och därmed förenlig verksamhet,,,
SN Beauty AB,https://www.allabolag.se/foretag/sn-beauty-ab/%C3%B6rebro/-/5591884100,[],559188-4100,2616,SN Beauty AB,2018-12-21,Aktiebolag,4,"Köpmangatan 29, 702 23 Örebro","Köpmangatan 29, 702 23 Örebro",Örebro,50,['96022 Skönhetsvård'],Bolaget ska bedriva verksamhet skönhetsvård samt handel med skönhetsprodukter och därmed förenlig verksamhet.,,,
Costello i Örebro AB,https://www.allabolag.se/foretag/costello-i-%C3%B6rebro-ab/%C3%B6rebro/-/5591446074,[],559144-6074,2613,Costello i Örebro AB,2018-01-10,Aktiebolag,2,"Fatbursgatan 1, 702 26 Örebro","Fatbursgatan 1, 702 26 Örebro",Örebro,50,['56100 Restaurangverksamhet'],"Föremålet för bolagets verksamhet är att bedriva restaurang-, café, och cateringverksamhet, utföra reklam för verksamheten via internet, import och försäljning av livsmedel, förvalta fast egendom, handel med värdepapper, även som idka därmed förenlig verksamhet.",,,
Bonushem Samsala AB,https://www.allabolag.se/foretag/bonushem-samsala-ab/hallsberg/-/5591713077,[],559171-3077,2613,Bonushem Samsala AB,2018-09-13,Aktiebolag,0,"Korsbergsgatan 118, 694 37 Hallsberg","Korsbergsgatan 118, 694 37 Hallsberg",Hallsberg,50,['68201 Uthyrning och förvaltning av egna eller arrenderade bostäder'],"Föremålet för bolagets verksamhet ska vara att äga och förvalta fast egendom, bedriva handel med värdepapper samt därmed förenlig verksamhet.",Stig Erik Börje Peter Zetterlind,,
Bodins i Lekeberg AB,https://www.allabolag.se/foretag/bodins-i-lekeberg-ab/%C3%B6rebro/-/5567433239,[],556743-3239,2613,Bodins i Lekeberg AB,2007-11-19,Aktiebolag,1,"Karlsgatan 16, 703 41 Örebro","C/o Rikard Bodin Karlsgatan 16, 703 41 Örebro",Örebro,100,['25620 Metallegoarbeten'],"Bolaget ska bedriva mekanisk verkstad, metallegoarbeten, industrimontage uthyrning av arbetskraft, äga och förvalta fastigheter och därmed förenlig verksamhet.",,,
Reliva Gruppen AB,https://www.allabolag.se/foretag/reliva-gruppen-ab/%C3%B6rebro/-/5591945299,[],559194-5299,2611,Reliva Gruppen AB,2019-02-11,Aktiebolag,2,"Sommarrovägen 12, 702 30 Örebro","Sommarrovägen 12, 702 30 Örebro",Örebro,50,"['96090 Övriga konsumenttjänster', '78200 Personaluthyrning']","Bolaget ska bedriva bemanning och rekrytering av personal samt arbetsmarknadsinsatser i form av jobb-matchning, individuell coachning, övriga arbetsmarknadsförberedande åtgärder samt utbildning och därmed förenlig verksamhet.",,,
Tavlans Schakt och entreprenad AB,https://www.allabolag.se/foretag/tavlans-schakt-och-entreprenad-ab/karlskoga/-/5568777261,[],556877-7261,2610,Tavlans Schakt och entreprenad AB,2011-12-21,Aktiebolag,2,"Tavlan 252, 691 91 Karlskoga","c/o Richard Bäckström Tavlan 252, 691 91 Karlskoga",Karlskoga,50,['43120 Mark- och grundarbeten'],Föremålet för bolagets verksamhet är markentreprenad och schaktarbeten samt transporter och därmed förenlig verksamhet.,,,
SVANBERG & CO INVEST AB,https://www.allabolag.se/foretag/svanberg-co-invest-ab/%C3%B6rebro/-/5567240600,[],556724-0600,2610,SVANBERG & CO INVEST AB,2007-02-19,Aktiebolag,6,"Slottsgatan 8, 703 61 Örebro","Slottsgatan 8, 703 61 Örebro",Örebro,100,['70220 Konsultverksamhet avseende företags organisation'],"Bolaget skall äga och förvalta aktier och fast egendom, bedriva konsultverksamhet inom områdena försäljning och management och friskvård samt idka därmed förenlig verksamhet.",Håkan Carl Fredrik Svanberg,,
Markproof AB,https://www.allabolag.se/foretag/markproof-ab/kumla/-/5591396303,[],559139-6303,2610,Markproof AB,2017-12-14,Aktiebolag,1,"Stationsgatan 18, 692 35 Kumla","Stationsgatan 18, 692 35 Kumla",Kumla,50,"['47911 Postorderhandel och detaljhandel på Internet med brett sortiment', '62010 Dataprogrammering']","Webbdesign, postorderhandel via internet till privatpersoner och företag avseende produkter, reservdelar och tillbehör till mobiltelefoner, kläder och accessoarer.",,,
Karlskoga G AB,https://www.allabolag.se/foretag/karlskoga-g-ab/degerfors/-/5593799926,[],559379-9926,2609,Karlskoga G AB,2022-05-11,Aktiebolag,3,"Kanadagatan 17, 693 31 Degerfors","Kanadagatan 17, 693 31 Degerfors",Degerfors,25,"['49320 Taxitrafik', '47713 Specialiserad butikshandel med damkläder']",Företaget ska jobba med taxiverksamhet i Karlskoga.,,,
Björks Måleritjänst i Örebro AB,https://www.allabolag.se/foretag/bj%C3%B6rks-m%C3%A5leritj%C3%A4nst-i-%C3%B6rebro-ab/%C3%B6rebro/-/5566389127,[],556638-9127,2606,Björks Måleritjänst i Örebro AB,2003-01-30,Aktiebolag,2,"Riagatan 14, 702 43 Örebro","MAGNUS PETTERSSON Riagatan 14, 702 43 Örebro",Örebro,100,['43341 Måleriarbeten'],"Bolaget skall bedriva måleri-, byggnads-, golv- samt övrigt förekommande entreprenader inom byggbranschen, handel med samt förvaltning och skötsel av fastigheter, handel med värdepapper samt därmed förenlig verksamhet.",,019-18 80 10,
Agenzia AB,https://www.allabolag.se/foretag/agenzia-ab/%C3%B6rebro/-/5566896246,[],556689-6246,2602,Agenzia AB,2005-11-07,Aktiebolag,2,"Forskarvägen 1 1tr, 702 54 Örebro","Forskarvägen 1, 702 54 Örebro",Örebro,100,['69201 Redovisning och bokföring'],"Bolaget skall bedriva konsultverksamhet inom redovisning och företagsadministration samt därmed förenlig verksamhet. Bolaget ska även bedriva verksamhet med fordons- och båtreparationer, handel med fordon och båtar, utföra konsulttjänster inom fordons- och båtbranschen samt därmed förenlig verksamhet.",,,
Vita Rummet Hud o Spa AB,https://www.allabolag.se/foretag/vita-rummet-hud-o-spa-ab/karlskoga/-/5591855308,[],559185-5308,2601,Vita Rummet Hud o Spa AB,2018-12-13,Aktiebolag,2,"Loviselundsvägen 59, 691 31 Karlskoga","Loviselundsvägen 59, 691 31 Karlskoga",Karlskoga,50,['96022 Skönhetsvård'],"Hudvårdssalong som bedriver ansiktsbehandlingar, massage, fotvård, Make Up, vaxning, lpl-behandlingar, frans och bryn- färgning, produktförsäljning av hudvårdsprodukter som ansikts- krämer och kroppsprodukter och make up. Presentkortsförsäljning i form av behandlingar.",,,
Selme Holding AB,https://www.allabolag.se/foretag/selme-holding-ab/kumla/-/5567929525,[],556792-9525,2600,Selme Holding AB,2009-11-05,Aktiebolag,2,Kumla,"Box 156, 692 23 Kumla",Kumla,100,['71123 Teknisk konsultverksamhet inom elteknik'],"Bolaget skall bedriva konsultverksamhet inom tele- och datanät, förvaltning av värdepapper samt därmed förenlig verksamhet.",,,
Protrack i Hallsberg AB,https://www.allabolag.se/foretag/protrack-i-hallsberg-ab/hallsberg/-/5592707839,[],559270-7839,2600,Protrack i Hallsberg AB,2020-09-10,Aktiebolag,1,"Korsbergsgatan 126, 694 37 Hallsberg","c/o Henrik Karlsson Korsbergsgatan 126, 694 37 Hallsberg",Hallsberg,25,"['42120 Anläggning av järnvägar och tunnelbanor', '81100 Fastighetsrelaterade stödtjänster']","Järnvägsföretag som bedriver verksamhet inom järnvägs- entreprenader, personaluthyrning, byggmaskinuthyrning, fastighetsskötsel, grönyteskötsel jämte därmed förenlig verksamhet. Aga och förvalta fast och lös egendom.",,,
Objektsupport Utbildning Sverige AB,https://www.allabolag.se/foretag/objektsupport-utbildning-sverige-ab/kumla/-/5593356941,[],559335-6941,2600,Objektsupport Utbildning Sverige AB,2021-09-17,Aktiebolag,1,"Örstavägen 13, 692 72 Kumla","c/o Jimmy Granell Örstavägen 13, 692 72 Kumla",Kumla,25,"['85594 Personalutbildning', '33200 Installation av industrimaskiner och -utrustning', '74900 Övrig verksamhet inom juridik, ekonomi, vetenskap och teknik', '80200 Säkerhetssystemtjänster', '43290 Andra bygginstallationer']","Verksamhetens huvudinriktning är utbildning, service och support inom fysisk säkerhet och tillgänglighet. verksamheten omfattar även besiktning och rådgivning gällande fysiska säkerhetslösningar samt försäljning och installation av dessa. Ytterligare verksamhetsgrenar är uthyrning av ljud och ljusanläggningar samt framförande av musikalisk underhållning för privata och offentliga tillställningar.",,,
Nilsson Kraft Aktiebolag,https://www.allabolag.se/foretag/nilsson-kraft-aktiebolag/%C3%B6rebro/-/5562650084,[],556265-0084,2600,Nilsson Kraft Aktiebolag,1985-09-25,Aktiebolag,1,,"Tybblegatan 70 1202, 702 19 Örebro",Örebro,100,['35110 Generering av elektricitet'],"Bolaget skall bedriva drift, byggande och utarrendering av fastighet inom vattenkraftområdet och även tillverkning, uthyrning och försäljning av vattenkraftsmaskiner samt därmed förenlig verksamhet.",Per Nilsson,,
Mätmästarn Örebro AB,https://www.allabolag.se/foretag/m%C3%A4tm%C3%A4starn-%C3%B6rebro-ab/%C3%A5sbro/-/5594187055,[],559418-7055,2599,Mätmästarn Örebro AB,2023-01-19,Aktiebolag,2,"Stationsvägen 4, 694 60 Åsbro","Stationsvägen 4, 694 60 Åsbro",Åsbro,25,['71121 Teknisk konsultverksamhet inom bygg- och anläggningsteknik'],Föremålet för bolagets verksamhet är att bedriva mätningstekniska uppdrag samt därmed förenlig verksamhet.,,,
Dencon i Nora AB,https://www.allabolag.se/foretag/dencon-i-nora-ab/nora/-/5592899420,[],559289-9420,2595,Dencon i Nora AB,2020-12-14,Aktiebolag,1,"Jaktstigen 10, 713 33 Nora","Dennis Thorsen Jaktstigen 10, 713 33 Nora",Nora,25,['43320 Byggnadssnickeriarbeten'],"Bolaget ska bedriva ny-, till- och ombyggnationer, inköp och försäljning av material för byggnationer, inredning, montage, teknisk konsultverksamhet inom bygg- och anläggningsbranschen samt därmed förenlig verksamhet.",,,
Radonvac rv AB,https://www.allabolag.se/foretag/radonvac-rv-ab/kopparberg/-/5569983785,[],556998-3785,2594,Radonvac rv AB,2014-12-23,Aktiebolag,0,"Verkstadsvägen 65, 714 30 Kopparberg","Verkstadsvägen 65, 714 30 Kopparberg",Kopparberg,62,['28250 Tillverkning av maskiner och apparater för kyla och ventilation utom för hushåll'],Bolaget ska tillverka och sälja utrustning och tillbehör för radonsanering och därmed förenlig verksamhet.,,,
Vagngatan 9 i Örebro Fastighet AB,https://www.allabolag.se/foretag/vagngatan-9-i-%C3%B6rebro-fastighet-ab/%C3%B6rebro/-/5591267843,[],559126-7843,2591,Vagngatan 9 i Örebro Fastighet AB,2017-09-26,Aktiebolag,0,"Idegransvägen 3, 703 53 Örebro","c/o Tomas Andersson Idegransvägen 3, 703 53 Örebro",Örebro,50,['68202 Uthyrning och förvaltning av egna eller arrenderade industrilokaler'],Bolaget ska bedriva fastighetsförvaltning och därmed förenlig verksamhet.,,,
SuperAuto Örebro AB,https://www.allabolag.se/foretag/superauto-%C3%B6rebro-ab/%C3%B6rebro/-/5592687296,[],559268-7296,2591,SuperAuto Örebro AB,2020-08-27,Aktiebolag,0,,"c/o Advokatfirman Lindahl Box 143, 701 42 Örebro",Örebro,25,"['49410 Vägtransport, godstrafik', '52100 Magasinering och varulagring']","Försäljning av fordon, Bilfirma, Försäljning av Bil, Lättlastbil, Motorcykel, Båt",,,
Per & Jannes Invest AB,https://www.allabolag.se/foretag/per-jannes-invest-ab/karlskoga/-/5566521976,[],556652-1976,2589,Per & Jannes Invest AB,2003-12-02,Aktiebolag,1-4,"Betongvägen 3 a, 691 42 Karlskoga","Betongvägen 3 a, 691 42 Karlskoga",Karlskoga,250,['68201 Uthyrning och förvaltning av egna eller arrenderade bostäder'],"Bolaget skall äga, förvalta och handla med fastigheter och värdepapper och därmed förenlig verksamhet.",,,
Milia jewellery AB,https://www.allabolag.se/foretag/milia-jewellery-ab/%C3%B6rebro/-/5594322959,[],559432-2959,2589,Milia jewellery AB,2023-05-02,Aktiebolag,1-4,"Storgatan 8, 703 61 Örebro","Storgatan 8, 703 61 Örebro",Örebro,25,['47772 Specialiserad butikshandel med guldsmedsvaror och smycken'],Vi köper och säljer guld- och silverföremål och reparerar brutet guld.,,,
Örebro Fordonservice AB,https://www.allabolag.se/foretag/%C3%B6rebro-fordonservice-ab/%C3%B6rebro/-/5594012352,[],559401-2352,2588,Örebro Fordonservice AB,2022-10-14,Aktiebolag,1-4,"Kilsgatan 3, 703 54 Örebro","Kilsgatan 3, 703 54 Örebro",Örebro,25,"['45201 Allmän service och reparation av motorfordon utom motorcyklar', '45110 Handel med personbilar och lätta motorfordon']","Bolaget skall hålla sig inom bilvård, bilreperationer, bilhandel samt därmed förenlig verksamhet.",,,
Vanås Consulting AB,https://www.allabolag.se/foretag/van%C3%A5s-consulting-ab/%C3%B6rebro/-/5594123696,[],559412-3696,2588,Vanås Consulting AB,2022-12-14,Aktiebolag,1,Örebro,"Box 502, 701 50 Örebro",Örebro,25,['81100 Fastighetsrelaterade stödtjänster'],"Bolaget skall bedriva fastighetsservice, grov och finsnickeri, konsulttjänster inom byggbranschen och organisationsfrågor samt äga och förvalta värdepapper.",,,
Billackering & skadecenter i Rosta AB,https://www.allabolag.se/foretag/billackering-skadecenter-i-rosta-ab/%C3%B6rebro/-/5594037227,[],559403-7227,2588,Billackering & skadecenter i Rosta AB,2022-10-31,Aktiebolag,1-4,"Idrottsvägen 27, 702 32 Örebro","Idrottsvägen 27, 702 32 Örebro",Örebro,25,"['45202 Plåt-, lack- och glasreparationer på motorfordon utom motorcyklar']",Företaget ska bedriva billackering och skadereparationer på bilar i Örebro.,,,
Klinik för 4bens Rehabilitering och friskvård AB,https://www.allabolag.se/foretag/klinik-f%C3%B6r-4bens-rehabilitering-och-friskv%C3%A5rd-ab/%C3%B6rebro/-/5568943160,[],556894-3160,2587,Klinik för 4bens Rehabilitering och friskvård AB,2012-05-24,Aktiebolag,3,"Restalundsvägen 57, 702 16 Örebro","Restalundsvägen 57, 702 16 Örebro",Örebro,50,['96090 Övriga konsumenttjänster'],"Föremålet för bolagets verksamhet skall vara att bedriva verksamhet med rehabilitering och friskvård av företrädesvis hund och katt, massage, elektroterapi, laserterapi, kommunikation, föreläsningar samt därmed förenlig verksamhet.",,,
Kvartersdoktorn Sverige AB,https://www.allabolag.se/foretag/kvartersdoktorn-sverige-ab/kumla/-/5568411754,[],556841-1754,2585,Kvartersdoktorn Sverige AB,2011-02-08,Aktiebolag,2,"Mossbanegatan 77, 692 33 Kumla","Mossbanegatan 77, 692 33 Kumla",Kumla,50,"['86222 Specialistläkarverksamhet inom öppenvård, ej på sjukhus']","Föremålet för bolagets verksamhet är att bedriva läkarpraktik, hälsovård, vaccinationsverksamhet, medicinsk konsultverksamhet, forskning inom hälso- och sjukvård, rehabilitering, utbildning och försäljning av tjänster och artiklar inom hälso- och sjuk= vård, äga och förvalta fastigheter samt värdepapper och därmed förenlig verksamhet.",,019-60 90 02,
Hamns grill & glass i lilla torget AB,https://www.allabolag.se/foretag/hamns-grill-glass-i-lilla-torget-ab/askersund/-/5593908139,[],559390-8139,2585,Hamns grill & glass i lilla torget AB,2022-07-27,Aktiebolag,5,"Lilla Bergsgatan 25 Lgh 1102, 696 30 Askersund","Lilla Bergsgatan 25 Lgh 1102, 696 30 Askersund",Askersund,25,['56100 Restaurangverksamhet'],"Kioskvaror och gatukök, godis, tobak, kaffe.",,,
Top Design Örebro AB,https://www.allabolag.se/foretag/top-design-%C3%B6rebro-ab/%C3%B6rebro/-/5593197295,[],559319-7295,2584,Top Design Örebro AB,2021-05-27,Aktiebolag,2,"Musseronvägen 1 b, 705 10 Örebro","Musseronvägen 1 b, 705 10 Örebro",Örebro,25,['43341 Måleriarbeten'],"Företaget bedriver måleriverksamhet samt applicering av microcement till privatpersoner, företag, industrier samt fastighetsägare i Örebro med omnejd.",,,
HamAux AB,https://www.allabolag.se/foretag/hamaux-ab/%C3%B6stansj%C3%B6/-/5569900185,[],556990-0185,2583,HamAux AB,2014-11-11,Aktiebolag,1,"Stenkulla Hägeråsen 444, 694 93 Östansjö","Stenkulla Hägeråsen 446, 694 93 Östansjö",Östansjö,50,"['41200 Byggande av bostadshus och andra byggnader', '43120 Mark- och grundarbeten']","Bolaget ska bedriva markentreprenad, byggnation och projektledning samt äga o förvalta fast egendom.",,,
Vi Bygger i Örebro AB,https://www.allabolag.se/foretag/vi-bygger-i-%C3%B6rebro-ab/%C3%B6rebro/-/5568701386,[],556870-1386,2582,Vi Bygger i Örebro AB,2011-11-01,Aktiebolag,2,"Landbotorpsallén 13 a, 702 43 Örebro","Landbotorpsallén 13 a, 702 43 Örebro",Örebro,50,['41200 Byggande av bostadshus och andra byggnader'],Bolaget ska bedriva byggverksamhet inom snickeri samt därmed förenlig verksamhet.,,,
Installationsledaren i Märlardalen AB,https://www.allabolag.se/foretag/installationsledaren-i-m%C3%A4rlardalen-ab/%C3%B6rebro/-/5567319404,[],556731-9404,2577,Installationsledaren i Märlardalen AB,2007-06-19,Aktiebolag,2,"Näsbyvägen 13, 702 86 Örebro","Näsbyvägen 13, 702 86 Örebro",Örebro,100,"['71124 Teknisk konsultverksamhet inom energi-, miljö- och VVS-teknik']",Bolaget ska bedriva projektledning inom VVS och därmed förenlig verksamhet.,,070-347 47 07,
Dions Bilar AB,https://www.allabolag.se/foretag/dions-bilar-ab/%C3%B6rebro/-/5568965122,[],556896-5122,2577,Dions Bilar AB,2012-06-20,Aktiebolag,0,"Bettorpsgatan 12 c, 703 84 Örebro","Bettorpsgatan 12 c, 703 84 Örebro",Örebro,50,['45110 Handel med personbilar och lätta motorfordon'],Bolaget skall bedriva handel med begagnade bilar och därmed förenlig verksamhet.,,,
Örjan Fastigheter 2 AB,https://www.allabolag.se/foretag/%C3%B6rjan-fastigheter-2-ab/%C3%B6rebro/-/5593939084,[],559393-9084,2576,Örjan Fastigheter 2 AB,2022-08-25,Aktiebolag,0,"Vasagatan 15, 702 10 Örebro","c/o Vaza Konditori Vasagatan 15, 702 10 Örebro",Örebro,25,['68201 Uthyrning och förvaltning av egna eller arrenderade bostäder'],Bolaget ska förvalta fastigheter.,,,
Advokat Johanna Olsson AB,https://www.allabolag.se/foretag/advokat-johanna-olsson-ab/%C3%B6rebro/-/5590312418,[],559031-2418,2575,Advokat Johanna Olsson AB,2015-10-20,Aktiebolag,1,"Drottninggatan 11, 702 10 Örebro","Drottninggatan 11, 702 10 Örebro",Örebro,50,['69101 Advokatbyråverksamhet'],Föremålet för bolagets verksamhet är att uteslutande bedriva advo- katverksamhet.,,,
The Art of Love AB,https://www.allabolag.se/foretag/the-art-of-love-ab/%C3%B6rebro/-/5593469363,[],559346-9363,2574,The Art of Love AB,2021-11-17,Aktiebolag,1,"Ladugatan 16, 702 27 Örebro","Ladugatan 16, 702 27 Örebro",Örebro,25,"['96040 Kroppsvård', '85599 Diverse övrig utbildning', '70220 Konsultverksamhet avseende företags organisation', '96090 Övriga konsumenttjänster']","Bolaget ska arrangera evenemang, driva kurser och utbildningar i tantra, yoga, meditation och hållbart företagande. Bolaget erbjuder enskild coaching i företagande och relationer samt publicerar böcker och informationsmaterial online.",,,
Polatson AB,https://www.allabolag.se/foretag/polatson-ab/kumla/-/5590116983,[],559011-6983,2574,Polatson AB,2015-04-23,Aktiebolag,3,"Stenevägen 28, 692 35 Kumla","Stenevägen 28, 692 35 Kumla",Kumla,50,['56100 Restaurangverksamhet'],Bolaget ska bedriva restaurangverksamhet och därmed förenlig verksamhet.,,,
Evin AB,https://www.allabolag.se/foretag/evin-ab/%C3%B6rebro/-/5592070659,[],559207-0659,2572,Evin AB,2019-05-27,Aktiebolag,1,Örebro,"Box 103, 701 42 Örebro",Örebro,50,"['90010 Artistisk verksamhet', '90020 Stödtjänster till artistisk verksamhet', '90030 Litterärt och konstnärligt skapande']","Föremålet för bolagets verksamhet är att idka producerande verksamheter, förslagsverksamhet, konstnärlig verksamhet, litterär verksamhet, artistverksamhet, kompositörsverksamhet, textverksamhet, arrangörsverksamhet, handelsrörelse och konsultverksamhet inom marknadsföring, PR, reklam, konst, bok, film, video, radio, tv, grammofon, musik, nöjes och teaterbranschen samt idka därmed förenlig verksamhet. Även uppdrag som modell ska ingå. Därjämte kan bolaget köpa, sälja och förvalta aktier, obligationer, reverser, andelar, fastigheter samt köpa och sälja administrativa tjänster, ingå borgenåtaganden samt idka därmed förenlig verksamhet, dock ej sådan verksamhet som avses i lag om bankrörelse eller lag om finansieringsverksamhet. Tillika äger bolaget rätt att för dotterbolag och närbesläktade företag ingå borgenåtagande, så och till dessa lämna lån.",,,
Picture My Life Communication AB,https://www.allabolag.se/foretag/picture-my-life-communication-ab/%C3%B6rebro/-/5569827792,[],556982-7792,2570,Picture My Life Communication AB,2014-09-11,Aktiebolag,3,Örebro,"Box 455, 701 49 Örebro",Örebro,93,['63120 Webbportaler'],"Aktiebolaget ska tillhandahålla ett digital verktyg för kommunikation, schemaläggning, tipsforum och chatt mm. Producera utbildningar, reklam och kommunikation relaterat till plattformen Picture My Life jämte därmed förenlig verksamhet.",,,
Ladvreten AB,https://www.allabolag.se/foretag/ladvreten-ab/nora/-/5569593402,[],556959-3402,2570,Ladvreten AB,2014-01-22,Aktiebolag,2,"Nyhyttan Ladvreten 614, 713 94 Nora","Nyhyttan Ladvreten 614, 713 94 Nora",Nora,50,"['86211 Primärvårdsmottagningar med läkare m.m.', '01500 Blandat jordbruk', '56100 Restaurangverksamhet', '85522 Övrig musik-, dans- och kulturell utbildning']","Föremålet för bolagets verksamhet är allmänmedicinsk verksamhet, sjukvård, rehabilitering, utbildning inom sjukvård och rehabilitering, vård- och omsorgsboende, konsultverksamhet inom sjukvård och rehabilitering, handel med sjukvårdsmaterial och läkemedel, artistisk och konstnärlig verksamhet, musik och musikproduktion, pedagogisk verksamhet och undervisning samt events, utgivning av digital media och böcker, renovering av möbler och inredning, lant- och skogsbruk inkl. djurhållning, trädgård och odling, café- och restaurangverksamhet, gårdsbutik och webbhandel inom musik, inredning och trädgård, uthyrning av fastighet, handel med värdepapper, handel med fastigheter och därmed förenlig verksamhet.",,,
Cadfocus Form & Design AB,https://www.allabolag.se/foretag/cadfocus-form-design-ab/%C3%B6rebro/-/5568110984,[],556811-0984,2570,Cadfocus Form & Design AB,2010-06-08,Aktiebolag,3,"Adolfsbergsvägen 4, 702 27 Örebro","Adolfsbergsvägen 4, 702 27 Örebro",Örebro,50,['62010 Dataprogrammering'],"Aktiebolaget ska bedriva konsultverksamhet inom IT-branschen, främst 3D-visualisering och animering, jämte därmed förenlig verksamhet.",,,
ACW Redovisning AB,https://www.allabolag.se/foretag/acw-redovisning-ab/hallsberg/-/5567839344,[],556783-9344,2570,ACW Redovisning AB,2009-06-11,Aktiebolag,2,"Bäckaskog Tallhöjden 672, 694 92 Hallsberg","Bäckaskog Tallhöjden 672, 694 92 Hallsberg",Hallsberg,100,['69201 Redovisning och bokföring'],"Föremålet för bolagets verksamhet ska vara att bedriva bokföring, ekonomiska konsultationer, utbildning och hushållsnära tjänster jämte därmed förenlig verksamhet.",,,
Egeryds Fastigheter Karlskoga AB,https://www.allabolag.se/foretag/egeryds-fastigheter-karlskoga-ab/%C3%B6rebro/-/5569638322,[],556963-8322,2565,Egeryds Fastigheter Karlskoga AB,2014-03-03,Aktiebolag,0,"Idrottsvägen 31 b, 702 32 Örebro","Idrottsvägen 31 b, 702 32 Örebro",Örebro,50,"['68201 Uthyrning och förvaltning av egna eller arrenderade bostäder', '68202 Uthyrning och förvaltning av egna eller arrenderade industrilokaler']",Bolaget bedriver förvaltning och utveckling av egna fastigheter.,,,
Ulf Sundström Gräv AB,https://www.allabolag.se/foretag/ulf-sundstr%C3%B6m-gr%C3%A4v-ab/nora/-/5569218612,[],556921-8612,2564,Ulf Sundström Gräv AB,2013-02-07,Aktiebolag,2,"Åshyttan Solhem 509, 713 93 Nora","Åshyttan Solhem 509, 713 93 Nora",Nora,50,"['43120 Mark- och grundarbeten', '77320 Uthyrning och leasing av bygg- och anläggningsmaskiner']",Aktiebolaget ska bedriva entreprenadverksamhet med grävmaskin och lastbil samt uthyrning av bygg- och anläggningsmaskiner med förare jämte därmed förenlig verksamhet.,,,
PK Fotbädd AB,https://www.allabolag.se/foretag/pk-fotb%C3%A4dd-ab/%C3%B6rebro/-/5566853700,[],556685-3700,2564,PK Fotbädd AB,2005-09-06,Aktiebolag,3,"Engelbrektsgatan 74, 702 13 Örebro","Engelbrektsgatan 74, 702 13 Örebro",Örebro,100,"['47721 Specialiserad butikshandel med skodon', '96040 Kroppsvård']",Föremålet för bolagets verksamhet är tillverkning av fotbäddar och handel med skor och fysioterapeutisk verksamhet samt handel med värdepapper och därmed förenlig verksamhet.,,,
